TITULO,NOME_CONCEITO,CONCEITO
FURTHER_INFO_PUBLIC,public,http://dbpedia.org/class/yago/Public107965817
GROUNDWATER_DEPENDENT,solid ground,http://dbpedia.org/class/yago/Land109334396
GROUNDWATER_DEPENDENT,water,http://dbpedia.org/class/yago/Water114845743
GROUNDWATER_DEPENDENT,dependent,http://dbpedia.org/class/yago/Dependant110004804
HABITAT_SPECIES,habitat,http://dbpedia.org/class/yago/Habitat108580583
HABITAT_SPECIES,species,http://dbpedia.org/class/yago/Species108110373
HABITAT_SPECIES,species,http://dbpedia.org/class/yago/Species105844881
HIGH_SCHOOL_CLUSTER,high,http://dbpedia.org/class/yago/High105097536
HIGH_SCHOOL_CLUSTER,high,http://dbpedia.org/class/yago/High114520670
HIGH_SCHOOL_CLUSTER,high,http://dbpedia.org/class/yago/High114405621
HIGH_SCHOOL_CLUSTER,high,http://dbpedia.org/class/yago/High114405452
HIGH_SCHOOL_CLUSTER,school,http://dbpedia.org/class/yago/School108276720
HIGH_SCHOOL_CLUSTER,cluster,http://dbpedia.org/class/yago/Bunch107959943
HOUSING_MARKET_AREA,housing,http://dbpedia.org/class/yago/Housing103546766
HOUSING_MARKET_AREA,market,http://dbpedia.org/class/yago/Market101097292
HOUSING_MARKET_AREA,market,http://dbpedia.org/class/yago/GroceryStore103461385
HOUSING_MARKET_AREA,market,http://dbpedia.org/class/yago/Marketplace103722288
HOUSING_MARKET_AREA,area,http://dbpedia.org/class/yago/Area108497294
HYPERLINK,hyperlink,http://dbpedia.org/class/yago/Hyperlink106586672
INSPECTION_MONTH,month,http://dbpedia.org/class/yago/Months
INSPECTION_MONTH,month,http://dbpedia.org/class/yago/BlackMonths
INSPECTION_MONTH,month,http://dbpedia.org/class/yago/Month115206296
INTERIOR,interior,http://dbpedia.org/class/yago/Inside108588294
INTERIOR,interior,http://dbpedia.org/class/yago/Inside108588152
LABEL,label,http://dbpedia.org/class/yago/Label107202579
LATITUDE,latitude,http://dbpedia.org/class/yago/Latitude108595531
LATITUDE,latitude,http://dbpedia.org/class/yago/Latitude113995148
LATITUDE,latitude,http://dbpedia.org/class/yago/Latitude105127640
LICENCESTATUSDESCRIPTION,status,http://dbpedia.org/class/yago/Condition113920835
LICENCESTATUSDESCRIPTION,description,http://dbpedia.org/class/yago/LogoDescriptions
LICENCESTATUSDESCRIPTION,description,http://dbpedia.org/class/yago/Description106724763
LICENCESTATUSDESCRIPTION,description,http://dbpedia.org/class/yago/Description107201365
LICENCESTATUSDESCRIPTION,description,http://dbpedia.org/class/yago/Description105840076
LOCALPLAN_REFERENCE,reference,http://dbpedia.org/class/yago/MediaWikiReferences
LOCALPLAN_REFERENCE,reference,http://dbpedia.org/class/yago/Reference105923314
LOCATION,location,http://dbpedia.org/class/yago/Location100027167
MARINEWATER_DEPENDENT,marine,http://dbpedia.org/class/yago/Marines
MARINEWATER_DEPENDENT,water,http://dbpedia.org/class/yago/Water114845743
MARINEWATER_DEPENDENT,dependent,http://dbpedia.org/class/yago/Dependant110004804
NATIONAL_PARK,national park,http://dbpedia.org/class/yago/NationalPark108600992
NUMBER_OF_TURBINES,figure,http://dbpedia.org/class/yago/Number105121418
OFFICIAL_GRID_REFERENCE,official,http://dbpedia.org/class/yago/Official110372373
OFFICIAL_GRID_REFERENCE,grid,http://dbpedia.org/class/yago/Grid105931512
OFFICIAL_GRID_REFERENCE,grid,http://dbpedia.org/class/yago/Grid103458753
OFFICIAL_GRID_REFERENCE,reference,http://dbpedia.org/class/yago/MediaWikiReferences
OFFICIAL_GRID_REFERENCE,reference,http://dbpedia.org/class/yago/Reference105923314
OPERATOR,operator,http://dbpedia.org/class/yago/Operator113786413
PERIMETER,perimeter,http://dbpedia.org/class/yago/Perimeter113871452
PERIMETER,perimeter,http://dbpedia.org/class/yago/Circumference105101261
POLICY_TYPE,policy,http://dbpedia.org/class/yago/Policy105901508
POLICY_TYPE,type,http://dbpedia.org/class/yago/Type105840188
PREVIOUS_MINERAL_WORKINGS,workings,http://dbpedia.org/class/yago/Working104601473
PREVIOUS_MINERAL_WORKINGS,mineral,http://dbpedia.org/class/yago/Mineral114662574
PROCESSINGSTATUS,processing,http://dbpedia.org/class/yago/Processing113541167
PROCESSINGSTATUS,status,http://dbpedia.org/class/yago/Condition113920835
PROPOSAL,proposal,http://dbpedia.org/class/yago/Proposal107162194
PUBLIC_FURTHER_INFO,public,http://dbpedia.org/class/yago/MinistreFran%C3%A7aisDesTravauxPublics
PUBLIC_FURTHER_INFO,public,http://dbpedia.org/class/yago/Public107965817
PUBLIC_FURTHER_INFO,info,http://dbpedia.org/class/yago/Information106634376
RAIL_ROAD_VISIBILITY,rail,http://dbpedia.org/class/yago/Rail104046810
RAIL_ROAD_VISIBILITY,rail,http://dbpedia.org/class/yago/Rail104046590
RAIL_ROAD_VISIBILITY,rail,http://dbpedia.org/class/yago/Rail102014941
RAIL_ROAD_VISIBILITY,route,http://dbpedia.org/class/yago/Road104096066
RAIL_ROAD_VISIBILITY,visibility,http://dbpedia.org/class/yago/Visibility114434329
RAIL_ROAD_VISIBILITY,visibility,http://dbpedia.org/class/yago/Visibility104702545
RECOMMENDED_USAGE,usage,http://dbpedia.org/class/yago/Custom100413239
RECOMMENDED_USAGE,usage,http://dbpedia.org/class/yago/Usage106283459
RECORD_STATUS,record,http://dbpedia.org/class/yago/Record106647206
RECORD_STATUS,status,http://dbpedia.org/class/yago/Condition113920835
REFERENCE,reference,http://dbpedia.org/class/yago/MediaWikiReferences
REFERENCE,reference,http://dbpedia.org/class/yago/Reference105923314
REGION,region,http://dbpedia.org/class/yago/Region108630039
REMARK,remark,http://dbpedia.org/class/yago/Remark105710573
REVIEW_DATE,review,http://dbpedia.org/class/yago/Reviews
REVIEW_DATE,date,http://dbpedia.org/class/yago/Date115159583
REVIEW_DATE,revaluation,http://dbpedia.org/class/yago/Reappraisal105747582
RINGS_NOK,rings,http://dbpedia.org/class/yago/Rings104093223
SALINITY,salinity,http://dbpedia.org/class/yago/Salt105717342
SALINITY,salinity,http://dbpedia.org/class/yago/Brininess104993604
SCALE,scale of measurement,http://dbpedia.org/class/yago/Scale113850304
SCHOOL_NAME,school,http://dbpedia.org/class/yago/School108276720
SCHOOL_NAME,name,http://dbpedia.org/class/yago/Name106333653
SCHOOL_NAME,name,http://dbpedia.org/class/yago/Name114438788
SCHOOL_NAME,name,http://dbpedia.org/class/yago/Name107972279
SCHOOL_NAME,name,http://dbpedia.org/class/yago/Name110344443
SCHOOL_NAME,name,http://dbpedia.org/class/yago/Name101139636
SCHOOL_NAME,name,http://dbpedia.org/class/yago/Name106720964
SETTLEMENT,administrative division,http://dbpedia.org/class/yago/AdministrativeDistrict108491826
SHAPE,shape,http://dbpedia.org/class/yago/Shape105064037
SITE_CAPACITY,land site,http://dbpedia.org/class/yago/Site108651247
SITE_CAPACITY,capacity,http://dbpedia.org/class/yago/Capacity105203397
SITE_CAPACITY,capacity,http://dbpedia.org/class/yago/Capacity100914795
SITE_CAPACITY,capacity,http://dbpedia.org/class/yago/Capacity100720951
SITE_CAPACITY,capacity,http://dbpedia.org/class/yago/Capacity113755053
SITE_CAPACITY,capacity,http://dbpedia.org/class/yago/Capacity105033569
SITE_CHARACTERISTICS,land site,http://dbpedia.org/class/yago/Site108651247
SIZE,size,http://dbpedia.org/class/yago/Size105098942
SIZE,size,http://dbpedia.org/class/yago/Size105095691
SIZE,size,http://dbpedia.org/class/yago/Size113937727
SIZE,size,http://dbpedia.org/class/yago/Size105099231
SOIL_GROUP,group,http://dbpedia.org/class/yago/Group100031264
SOURCE,source,http://dbpedia.org/class/yago/Beginning108507558
SPECIES,species,http://dbpedia.org/class/yago/Species108110373
SPECIES,species,http://dbpedia.org/class/yago/Species105844881
START_DATE,start,http://dbpedia.org/class/yago/Start107325190
START_DATE,start,http://dbpedia.org/class/yago/Start100241699
START_DATE,start,http://dbpedia.org/class/yago/StartingSignal106792188
START_DATE,date,http://dbpedia.org/class/yago/Date115159583
STATIONPOSITION,station,http://dbpedia.org/class/yago/Station104306080
STATIONPOSITION,position,http://dbpedia.org/class/yago/Position108621598
STATUS,status,http://dbpedia.org/class/yago/Condition113920835
STRUCTURE,structure,http://dbpedia.org/class/yago/Structure104341686
STYLE,mode,http://dbpedia.org/class/yago/Manner104928903
SUBCLASS,subclass,http://dbpedia.org/class/yago/Subclass108106661
SUBSITEPREFIX,prefix,http://dbpedia.org/class/yago/Prefixes
SUBSITEPREFIX,prefix,http://dbpedia.org/class/yago/SIPrefixes
SUBSITEPREFIX,prefix,http://dbpedia.org/class/yago/Prefix106308304
SURFACEWATER_DEPENDENT,surface,http://dbpedia.org/class/yago/Surface104362025
SURFACEWATER_DEPENDENT,water,http://dbpedia.org/class/yago/Water114845743
SURFACEWATER_DEPENDENT,dependent,http://dbpedia.org/class/yago/Dependant110004804
SURROUNDING_USE_1,use,http://dbpedia.org/class/yago/Use105149978
SURROUNDING_USE_1,use,http://dbpedia.org/class/yago/Habit100414179
SURVEY,survey,http://dbpedia.org/class/yago/AstronomicalSurveys
SURVEY,survey,http://dbpedia.org/class/yago/Survey100644503
SURVEY,survey,http://dbpedia.org/class/yago/Sketch106469694
SYSTEM,system,http://dbpedia.org/class/yago/System104377057
TIME_LIMIT,time limit,http://dbpedia.org/class/yago/TimeLimit115224156
TREE_NUMBER,tree,http://dbpedia.org/class/yago/Tree113104059
TREE_NUMBER,figure,http://dbpedia.org/class/yago/Number105121418
TYPE,type,http://dbpedia.org/class/yago/Type105840188
URL,URL,http://dbpedia.org/class/yago/URL106358747
VERSION,version,http://dbpedia.org/class/yago/Version107173585
VERSION,version,http://dbpedia.org/class/yago/Version101267901
VOLUME,volume,http://dbpedia.org/class/yago/Volume113779032
VOLUME,volume,http://dbpedia.org/class/yago/Volume106413666
VOLUME,volume,http://dbpedia.org/class/yago/Volume113779244
WARD,ward,http://dbpedia.org/class/yago/Ward110767020
WATER_DEPENDANCY,water,http://dbpedia.org/class/yago/Water114845743
WATERTYPE,water,http://dbpedia.org/class/yago/Water114845743
WATERTYPE,type,http://dbpedia.org/class/yago/Type105840188
WISEREFERENCEDATA,wise,http://dbpedia.org/class/yago/Wise104931733
WISEREFERENCEDATA,reference,http://dbpedia.org/class/yago/MediaWikiReferences
WISEREFERENCEDATA,reference,http://dbpedia.org/class/yago/Reference105923314
WISEREFERENCEDATA,data,http://dbpedia.org/class/yago/Data108462320
YEAR_REVIEWED,year,http://dbpedia.org/class/yago/EducationalYears
YEAR_REVIEWED,year,http://dbpedia.org/class/yago/Years
YEAR_REVIEWED,year,http://dbpedia.org/class/yago/Year115204297
YEAR_REVIEWED,year,http://dbpedia.org/class/yago/Year115201505
ZONE_DOCS,zone,http://dbpedia.org/class/yago/Zone108688247
